"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 142 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Users\swatirathaur\.nuget\packages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\IC.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 143 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 158 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 159 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 167 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 143 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 143 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 153 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 184 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 184 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 184 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 184 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 185 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 186 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 186 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 165 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 165 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 165 MB."
"Message",Normal,"Running 'GetType' transform, heap at 165 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 166 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 166 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 166 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 169 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 169 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 173 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 174 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 178 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 178 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 178 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 178 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 183 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 183 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 183 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 183 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 183 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 183 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 183 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 184 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 184 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 185 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 209 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  2986 |          4 | Analysis"
"Message",Normal,"   953 |          1 | GenerateCodeAndCompile"
"Message",Normal,"   298 |        -27 | WriteAssemblies"
"Message",Normal,"   286 |         -4 | Mcg"
"Message",Normal,"   256 |         31 | ReducedCopyComplete"
"Message",Normal,"   224 |         15 | ReducedCopyInitialize"
"Message",Normal,"   165 |         24 | Reducer"
"Message",Normal,"    72 |        -24 | ReducedCopyLateMetadata"
"Message",Normal,"    67 |         14 | DumpNativeResources"
"Message",Normal,"    64 |        -21 | McgTypeOf"
"Message",Normal,"    43 |         10 | ReducedCopyMethodBodies"
"Message",Normal,"    40 |          8 | ReducedCopyPopulateTypes"
"Message",Normal,"    35 |          5 | CreateMetadata"
"Message",Normal,"    18 |          0 | ResourceExtractor"
"Message",Normal,"    18 |          1 | McgRedirect"
"Message",Normal,"    16 |          4 | LazyGenerics"
"Message",Normal,"    13 |          4 | StaticInitData"
"Message",Normal,"    12 |          3 | TypeofTypeHandle"
"Message",Normal,"     9 |          0 | McgRedirect"
"Message",Normal,"     8 |          0 | SaveRVAStatics"
"Message",Normal,"     4 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"     3 |          1 | GetType"
"Message",Normal,"     3 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     3 |          0 | McgFixups"
"Message",Normal,"     2 |          1 | ReflectionIntrinsics"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     1 |          0 | ReducedCopyCleanup"
"Message",Normal,"     1 |          1 | McgAccessor"
"Message",Normal,"     1 |          1 | Delegate"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Users\swatirathaur\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 642 methods."
"Message",Low,"Scanning 2067 methods."
"Message",Low,"Scanning 1040 methods."
"Message",Low,"Scanning 351 methods."
"Message",Low,"Scanning 187 methods."
"Message",Low,"Scanning 102 methods."
"Message",Low,"Scanning 59 methods."
"Message",Low,"Scanning 94 methods."
"Message",Low,"Scanning 26 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 4691 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   1942"
"Message",Low,"Metadata blob size:          105101"
"Message",Low,"Method RVA - token map size: 15536"
"Message",Low,"Total native size:           120637"
"Message",Low,"Successfully generated 'C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Users\swatirathaur\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |     2984 |     2984 |     2968 |     2984 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2984 ms"
"Message",Normal,"System time per command: 2984 ms"
"Message",Normal,"Total duration:          2968 ms"
"Message",Normal,"Total lifetime:          2984 ms"
"Message",Normal,"Requested DOP:           16"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.18362.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       16 |       16 |       16 |       16 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       16 ms"
"Message",Normal,"System time per command: 16 ms"
"Message",Normal,"Total duration:          16 ms"
"Message",Normal,"Total lifetime:          16 ms"
"Message",Normal,"Requested DOP:           16"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\ILTransformed\IC.res' at offset 0."
"Message",Normal," Added 'C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1384."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Users\swatirathaur\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\rhbindargs.IC.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.mdilexe"
"Message",Low,"MDILPDB: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.mdilpdb"
"Message",Low,"IL: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\MDIL\IC.ilexe"
"Message",Low,"NI: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\Native\IC.dll"
"Message",Low,"SHIM: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\Native\IC.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\Native\IC.pdb"
"Message",Low,"Produced C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\Native\IC.dll in 0.253 seconds"
"Message",Normal,"'C:\Users\swatirathaur\.nuget\packages\runtime.win10-x86.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\swatirathaur\source\repos\XamlIsland\IC\obj\x86\Release\ilc\intermediate\rhbindargs.IC.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      266 |      266 |      266 |      266 | [0] rhbind IC"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       266 ms"
"Message",Normal,"System time per command: 266 ms"
"Message",Normal,"Total duration:          266 ms"
"Message",Normal,"Total lifetime:          266 ms"
"Message",Normal,"Requested DOP:           16"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
